会员卡号,总累计积分
50164,9370
24074,7287
30629,16347
62404,9318
36162,8183
53979,6078
49467,9530
5199,9194
52465,9240
22932,9099
52444,7103
41458,7489
9993,30833
51600,8417
35570,8093
10434,8453
3366,7524
16757,6659
61277,8300
4917,14274
43214,8316
62234,9675
4733,8219
18697,6030
34615,9304
12636,7675
60073,10122
61252,9020
48956,10803
25121,9076
31352,7434
35019,7484
53992,8250
4284,6433
39259,7895
62143,8378
17043,9999
29993,8910
196,12561
58387,8033
1033,6189
60773,8070
27792,11798
9472,11636
31451,9434
23097,6850
53839,8366
42526,9253
3887,9742
51765,6565
5665,8385
14954,8636
27695,10476
5780,9220
14569,9049
42768,8514
12064,9061
39007,6782
22105,6957
5294,10579
53608,8319
38256,8481
991,8013
18754,7449
24089,8473
28493,9130
9068,14675
40359,6536
1090,9716
34575,7184
23118,8925
4786,5471
38988,5666
3053,9446
36755,20940
35727,9272
7157,9457
30404,6292
37712,6676
6050,9581
27882,9377
59467,13024
8422,6567
58955,8500
13739,7493
41570,5998
48183,8069
14846,9141
52497,7586
17884,9810
50344,6715
38783,7309
17939,8507
15694,8831
24943,6986
12759,6962
18710,6487
35331,7899
34377,9818
61148,9814
3292,6116
53013,8233
30195,7242
12291,6311
13165,10517
4622,6930
27302,13581
10265,9644
61223,8076
54536,12432
10746,7861
1055,7819
43289,6066
47126,6451
26862,22502
6451,9920
10539,8351
21377,9169
6340,9016
54431,7600
58408,8037
25628,8655
55789,9442
55947,6030
9703,7496
42221,7493
48926,7291
49567,5756
32574,7924
43140,9059
21818,8221
2846,9706
17256,10316
7681,7354
37334,8985
36580,8881
32590,10149
31408,6422
25172,6990
14829,6238
3219,9977
46603,9990
9892,8453
15502,8599
20536,7462
60898,7216
24757,7106
58501,10748
13051,6508
22512,7197
22640,9147
44275,10753
38749,8860
48753,7135
50166,7579
30799,8863
15700,8408
41539,7128
18113,6928
7762,7104
38708,9526
36557,8143
22041,8015
5394,8787
12196,10262
39023,9783
7207,9225
16884,6114
6954,10759
8702,8718
1072,5998
6640,9078
52281,10163
50175,9423
8073,7608
59501,8706
50312,9739
31710,7867
25291,6193
17684,13467
12215,7514
3422,7823
58392,8386
11910,8056
16906,9676
35738,10671
18286,34996
19142,8164
48852,8628
2789,7418
31438,6379
33257,6957
26246,7919
8332,8345
60994,8814
8399,8719
20147,17343
29487,7272
35265,10369
44895,8998
22132,6876
59275,7053
23785,9584
28303,7516
13169,10562
37265,9333
4608,7762
61563,7590
50663,7997
61110,7901
11212,7248
45312,15082
41762,8002
39755,7905
40498,9322
5422,8741
40597,8805
24618,8626
41754,10191
30384,6979
16471,12259
7215,8049
852,8502
2772,8557
52386,8354
25576,8272
55547,11791
52349,8674
9719,7543
1119,6095
16253,9016
10846,6004
21834,6296
50061,7670
9692,6854
19766,5870
7260,8682
52194,8342
62760,8804
15156,7515
39480,6424
48529,7250
42728,10431
9927,5574
41731,9780
13250,7307
60809,8743
61108,7690
9817,9859
14562,8519
22709,13463
11829,9423
10174,9151
14656,8260
59873,9900
11142,31636
53311,8377
50490,5458
56228,8828
53826,9175
56754,7470
62469,6076
62635,8520
61821,6883
31622,9632
18385,9506
56395,8259
30015,6916
24918,9445
33270,6892
5411,7333
58205,8333
61207,7392
13724,8471
31120,7942
10644,8126
46338,10861
46187,11236
34290,7569
12914,8533
19205,8938
62259,6930
8699,7389
55512,14700
22019,9659
36352,9897
8564,8086
52534,9534
60988,7938
57743,9020
41637,7863
32152,7099
14309,7975
15558,7860
28576,8786
20997,9649
6851,6972
9857,35447
46570,9802
50820,9630
36064,11616
9699,10970
33599,7784
24688,8313
62356,5792
24307,6510
41591,8119
41697,9907
736,7451
11464,9815
14203,5116
47354,8018
20389,8176
51723,6209
17670,6239
3066,5470
19393,8554
25865,6646
60171,6632
17653,9420
59684,8326
50398,8183
56564,9605
12047,9519
24763,7898
52122,9681
53526,5232
3386,9429
22175,10805
46175,8489
54909,8945
22326,8477
36918,7988
15594,7916
62004,9380
33518,10365
23963,9061
44839,8241
39479,9711
3090,7919
34876,8597
42910,8586
54839,6472
9824,8840
2756,24934
8895,8945
1842,6256
29070,5566
10571,16069
34433,8371
48108,9313
14144,6871
17293,6131
36510,13819
6977,9500
26547,5735
22744,9937
28519,11800
53369,8934
46873,7111
20235,27365
37123,7488
60089,6788
3607,8394
36267,8189
22190,8233
19479,20777
38650,33271
36219,10655
56958,6336
32420,5895
32878,7872
56587,6806
44886,9778
331,8176
58041,7235
48541,23899
14757,8142
8040,8100
6893,10667
12406,9579
49075,7622
61188,7282
31277,9112
41317,8594
27039,4928
28469,7093
7856,8751
45760,6730
30860,8777
19471,10400
12418,12129
39040,8921
10606,3348
49539,13311
16860,8376
40407,7651
7519,5265
15902,18733
926,34234
24713,9785
28223,8957
25572,6788
19005,8214
57248,6750
2824,7110
24402,9266
42017,7054
59089,8229
11381,6170
51908,6855
30474,9402
7872,8942
22601,8994
5058,7580
55874,24660
32923,6908
15198,9944
34396,5998
36565,7977
35035,9101
33785,7500
13339,6015
6505,9501
53679,7997
26897,6524
20886,8245
54375,10501
3666,7835
1737,8938
1731,8391
889,7141
35190,5921
40651,15786
27300,12555
6622,11514
4360,6898
24404,9061
39507,5927
15751,7750
13222,10928
48870,8275
1790,9541
49481,8243
14002,7846
41893,8748
30904,10498
42500,12778
462,11159
50775,7516
31834,5086
1803,6757
27318,7149
53612,64379
18764,8704
20656,9421
31485,9571
8809,6766
11983,6298
55453,8242
56828,7196
39956,7176
6185,8798
5610,6157
40308,8262
58328,10110
62765,32837
19186,8993
17895,8247
15826,9558
55075,9672
40275,6292
8621,9288
47742,9994
21357,26547
24815,7839
5133,6910
28763,7786
1330,6442
8838,6174
18300,7935
38300,6858
40495,9237
24317,8246
50020,4479
38911,8946
8842,6252
38833,9687
30911,8333
14217,7860
8527,6622
24839,8083
62982,6685
20963,7497
26434,7535
58012,8532
26640,6968
11,7225
17880,9144
61123,35710
30446,8752
44648,8382
14581,7952
33549,7920
11193,8468
53482,8148
58655,7823
36826,9831
13130,7612
36418,10554
40512,7508
53280,6189
54650,7895
6171,8829
32362,8407
54111,20955
62085,10134
32760,9721
52588,8197
5412,7806
49764,6918
38918,6253
53976,8749
42477,7915
34128,8758
36927,8829
16170,6268
16385,6100
189,9474
30434,8350
58522,7271
62320,6898
25935,4944
59530,7578
29536,9988
15702,8416
4883,6381
43528,6911
57686,8638
59418,8359
55049,6374
62799,7715
59020,7164
60066,8081
4018,8303
7384,10535
12592,5932
34691,8342
9945,8079
13257,6745
16814,7046
28540,9500
48370,9361
41826,7207
36696,13722
38573,7751
17800,7968
28299,9107
47490,9772
51455,7562
12653,9375
53847,6630
15456,7936
23844,8662
6637,8376
10102,8382
50607,7997
26418,7343
51317,8443
26077,7124
38615,24508
51754,8396
39026,9646
4207,9158
60460,7249
58786,7244
5238,9424
52324,9102
10685,7363
52778,8185
35591,7190
53306,8315
17517,8289
35573,7109
35894,5601
3030,7381
14496,8557
58386,9111
56682,6325
50084,7457
426,7673
54664,7898
8151,8623
6669,8858
10218,9130
50532,8020
62569,7865
20148,4795
58094,9914
18051,6265
35834,7372
26581,8755
21072,7595
32038,7725
23744,9641
113,12503
1462,6868
25276,7631
16914,7523
2187,4997
46594,8685
58166,7600
42965,7930
22488,11719
25672,6525
2977,7523
2326,6970
53141,6766
13696,9356
4694,8449
23706,5440
46917,10344
54047,76656
1067,6919
10628,9165
33820,7246
1911,9007
51370,6987
54016,9676
48263,4935
42304,8459
34774,8797
29403,8169
41049,7340
60563,9358
35295,7506
53901,5634
3329,7739
11877,6815
35230,5599
14837,7430
35624,7990
22455,8883
44046,3998
37793,10111
51572,7631
48657,5160
54899,6559
37131,7356
30535,5350
14377,4983
44511,6448
7892,8273
56919,11769
33371,7549
10664,7003
11854,7610
5978,7865
59439,7860
22251,8708
56885,7341
15117,7793
24252,5924
34167,8145
35668,7404
53797,8769
43747,7233
40383,7799
11084,8692
1944,13839
47489,7181
56807,5997
5339,9056
56446,7106
45953,9480
33576,8884
14051,8533
2585,11885
7938,8008
39653,9344
50657,7060
13382,8316
59804,7754
45292,13918
50233,5697
51950,7729
57730,8596
35924,6932
32587,9185
9475,10086
12826,5445
38777,5544
58491,8989
19387,11437
32698,11455
4933,6808
50862,7985
7165,6987
30491,7980
7894,8105
28630,6468
9738,9542
25047,9679
3343,14554
8997,11985
13835,7320
55530,13420
2985,8589
28254,10273
52703,6696
38111,13481
42124,8204
3682,9470
48741,8573
27851,7745
21667,7075
51596,8720
34765,6332
13473,9045
38591,17493
49593,10501
38912,7716
35670,4859
26645,8765
58541,7406
62783,647113
13551,6432
33966,10283
1499,10997
59358,6493
34562,7614
3675,8927
58547,7760
58869,9869
54837,8072
45036,8414
24299,7052
11700,8859
56372,12647
4568,7066
59125,8624
47154,11025
54856,5771
56399,6802
31882,10358
8835,8124
19557,9946
47318,9019
18349,11620
42599,7761
10373,9289
34013,6339
15061,8724
29069,9255
29323,10427
52383,7980
47045,9736
38970,7115
55705,5910
53461,8707
17265,6925
43941,6766
46893,7652
7839,9708
33365,8547
36595,7607
27835,7719
36815,8845
27143,7261
16979,9219
6013,6585
57912,7938
47100,6208
5453,6864
37909,7586
50562,6982
39128,7516
5142,8932
39740,8217
6311,7217
10771,7651
20370,3894
34180,8136
42507,9682
20354,10491
1184,5303
61669,7266
20643,7505
60236,6219
62375,7492
31193,7272
12933,8547
14922,8851
20756,8302
24615,6532
2379,7777
10641,42817
34275,6132
54770,7943
7050,7685
39767,8461
56799,9384
10013,7266
37269,5878
14349,10155
8324,7611
38805,10049
13427,6681
53001,8231
29551,9244
36885,8445
49020,8720
55234,8434
23770,9348
12599,6696
41665,5518
24448,9249
33771,9234
10343,8365
28269,7963
40253,7304
50554,9044
15377,8991
25996,7282
26847,7872
32585,8802
15224,6729
41059,8507
16739,6594
32336,6842
51529,9358
44586,10103
2873,8606
5335,9757
49620,6971
26514,7924
20742,8740
15329,8037
46074,7621
1936,3987
5929,5152
13134,7529
29595,6128
20528,4855
22255,12644
49985,7614
43151,7994
26018,7131
55384,7430
39543,6737
6391,8093
37782,14391
2416,7866
51494,6670
23824,8740
15193,9074
55371,7650
8896,6549
33491,6322
34768,9147
11177,7535
6436,6296
20234,8901
20016,7807
9339,11749
31040,4706
56969,4858
47218,7665
53163,8765
48909,7752
61190,9540
62742,9119
42058,6465
38845,7435
18063,6698
15359,8782
38852,8436
13732,7376
9020,17973
61854,8805
50047,8020
57485,8025
54025,5748
62648,25750
25383,8740
38738,6868
17427,10634
52274,7880
16354,6232
50316,10974
16357,8578
58412,5520
55840,6856
36747,5738
33751,6260
55019,8999
42606,7885
49433,9086
62687,8280
34751,7642
32479,17761
12728,8621
20520,9327
45053,9470
16330,8140
41817,8708
6966,8722
43044,5998
27906,8846
404,8398
38422,8939
25158,6357
7364,6066
62576,8842
17497,3877
1277,39740
50573,9285
31557,7742
35659,6265
1661,6315
35619,9757
8483,6328
57904,8112
41887,8050
59503,6681
2198,36131
58327,8157
4143,8449
51254,9612
46620,11616
55883,10084
55443,8258
6206,7512
18980,10360
52150,5829
23644,8586
4770,5269
19241,7377
51587,8040
13651,7517
24760,7602
16002,4852
38684,10500
18835,6740
25664,9484
11388,7039
41480,8082
37101,8590
58263,10444
51297,8717
48726,7623
13579,11865
57561,8281
44209,9506
38641,7947
25937,8312
50667,7449
39433,7078
6315,9281
6084,7623
57928,5996
6678,6661
55091,12546
37643,6905
30378,7257
49204,7275
19692,6674
28740,7713
29091,8222
41032,7999
37084,4595
6781,9236
45486,6929
38494,7849
53161,6150
60146,7548
8532,7661
48176,20985
42995,8245
44594,8116
59136,8202
11985,15595
28580,7959
17938,6193
56445,7638
17393,8195
12905,6711
39081,13204
61373,9342
31100,5930
26089,8962
4713,7381
14244,6884
28062,30752
14274,9067
55513,7770
13028,9823
26658,9599
23929,5599
5816,7807
10663,9325
22876,6018
17378,10647
26236,6829
12585,10110
36214,6409
49112,7484
22287,7645
32369,8602
48535,7091
58066,11914
49309,9796
41540,8100
50837,8731
15548,7104
28711,9132
16695,7695
16373,6510
25235,8641
50307,5118
43021,6754
17600,7358
928,9580
58413,8969
8703,7990
10962,8642
26355,5711
37881,6876
17245,8213
61260,9353
34078,4876
58633,8839
3070,9633
42694,8755
41297,6901
30836,8606
53558,8688
33575,8109
48677,8174
26176,4208
60371,8571
56364,7163
15577,6028
25305,9187
18906,7367
24163,9152
21860,6561
24487,6260
25908,7331
37229,8291
51859,8820
21822,9090
10179,11503
27056,7004
13033,9433
55693,9225
42836,9280
2727,8684
90,32615
17595,8287
44139,6485
37743,9841
40731,8783
26730,8672
50720,6790
25745,6892
53586,7259
59157,9664
50265,8920
8268,8679
17286,10501
15736,7653
61286,6180
5045,7120
15427,6857
48938,9017
33928,6790
61335,11208
62983,9517
5436,10915
39121,6670
41964,8807
53606,7511
45141,14716
32954,4365
24703,8234
33384,8406
59185,6738
42114,7396
15345,6234
34756,35566
32940,6969
1560,8309
62712,5882
30961,7096
39172,9813
53758,8587
21260,6912
30018,8560
3617,9248
12735,9394
46057,7730
39335,7050
33068,5498
37338,6957
5016,7836
50493,8762
40005,6479
4030,8220
30094,9339
55090,8724
50965,7228
16081,9875
24257,8630
4073,6457
59649,9056
42563,8441
61369,7420
56308,8312
30918,8816
51095,7808
20127,43205
24327,4178
25769,5964
15107,9270
33755,8067
55970,6656
1726,9605
20400,8902
2480,6713
6192,7765
2578,9553
45557,8470
9639,9063
23373,7141
53924,9528
9490,6880
48433,8732
56327,7589
2826,6030
55744,11536
54765,5235
29486,8329
47982,8620
22739,6637
31962,7953
59382,5490
61139,6953
38381,11509
32184,8728
44776,8707
56737,8148
40019,7402
5826,8525
12316,5427
19388,7212
19149,7435
29757,6849
24837,7662
12182,8407
42936,9287
55191,9370
36004,6906
1834,5272
58825,7984
2073,8102
59673,5301
2775,9086
60612,10812
60095,8956
3571,8755
61017,7467
42594,5891
12620,8770
52275,7710
53247,5391
21195,8241
15500,6845
13183,9365
7628,7284
5346,8142
28352,7974
12784,9029
2703,8462
37136,10025
25070,8474
19404,7110
58302,8672
1134,8578
16762,5460
51769,8241
4221,8836
12531,7222
55094,7447
58351,13311
12078,6508
31404,7563
22001,8905
23841,9006
33679,7341
59060,6931
55397,6738
13718,9467
32657,8355
56226,6452
4445,8772
49219,8926
34397,8471
26718,6430
54991,8798
15911,7487
38016,9373
55067,6703
15147,7481
15077,8495
28377,15513
43071,6053
8983,8116
46266,5736
59041,5448
7939,6592
8107,7899
37181,6313
40804,6559
42937,12812
36994,6854
58237,10291
32846,8047
61169,7116
23428,6333
44672,6749
28795,6133
48313,7543
21383,7819
19474,24664
60169,7579
4887,8459
23406,8059
43889,7771
7718,6594
36147,13449
38562,4164
631,15074
14845,8710
41222,9875
44814,8404
36995,7877
41235,5698
43112,9491
44232,7854
57392,10298
1860,11653
54477,7810
54459,17305
48091,8651
10748,9243
36323,32386
21838,8906
15030,7764
59813,7876
35164,10044
10163,7935
48881,7433
8013,8833
59416,6943
5121,8536
21624,6251
30972,8599
26867,6669
39883,7258
36928,7723
44609,10600
39518,7627
38675,9455
53025,7128
33833,4568
12703,8547
62545,7662
23435,5415
33639,8267
48982,4530
32838,8080
55733,5200
54758,8133
52851,7579
60568,8946
47618,7965
19654,5437
13090,8013
41492,6676
8996,59749
56676,6377
48345,8645
47449,8875
60640,9300
34435,6531
35999,8271
40559,9032
24673,10643
15220,8054
45047,8329
12873,7037
42506,5584
60537,7144
59273,7221
45281,8734
56887,8065
37284,6670
34258,8523
19865,10538
10972,5448
51184,8115
24996,7860
43986,6473
31924,7238
22584,7730
40936,6817
5790,8494
22094,4790
35087,8805
14169,7741
51175,8022
1626,8701
59961,6681
15457,9184
61620,8248
49000,8889
23077,5684
37511,6506
51171,5362
60453,7120
7210,7839
6941,5809
20274,8557
49023,8413
60436,4936
9726,8275
61609,8245
25182,5462
7056,8703
13342,6680
28505,14165
38594,7672
62754,9169
60268,8360
1138,9416
9564,8044
20191,7427
43670,6338
20541,9016
55439,5120
29314,7492
27852,6831
30127,8281
56463,9340
33179,8277
14425,7163
35548,11567
26870,7534
14007,8113
50854,8256
51504,8280
18538,9677
37186,6313
53108,7476
24500,9060
44561,7049
13027,5693
7812,52246
29492,8262
22724,7534
51860,7669
54199,10038
58374,8569
21363,9944
46969,8292
5212,9786
27104,13380
49447,7578
23591,8058
4871,6981
14261,7420
43679,12587
26939,6635
24860,6865
54351,9954
15381,7563
28312,9833
38829,7880
59018,6276
10986,6896
17287,7783
9098,7503
20991,7965
2778,7874
57684,7663
7395,6684
27943,10382
11939,7934
669,4464
17276,8658
21064,7580
13290,9737
14326,7881
57239,6771
27128,54087
57725,9383
23598,7003
46243,8967
11884,5481
61378,7535
6033,8133
48336,5896
34136,6960
30189,8034
54992,8484
10481,8126
3712,7390
57204,9200
15864,9250
59465,7763
35666,9285
44187,6060
24863,6761
40817,8613
54834,8360
26506,6318
22208,8323
46354,8102
30147,8579
51663,7407
49022,5758
20462,8148
38301,5820
19068,6569
273,15408
22062,6445
17244,6130
8958,12660
51340,5881
53327,8193
24535,6577
8567,7874
42435,5436
9802,7963
17858,8445
41529,5925
2377,6819
32852,8098
54616,8974
22840,10719
43922,7442
19894,7188
58623,10304
41818,4578
60922,8303
15960,6197
34372,8377
61516,8153
31424,7305
19552,7165
21264,8873
46043,8879
43699,8508
40433,9036
2296,27739
27456,6669
43806,7364
25733,8819
6619,9221
41523,7615
56132,5649
19289,7259
13239,5338
28679,7763
61138,8648
59605,11316
15341,9052
3581,9248
32404,6594
44464,6313
31590,6294
773,11334
41993,6723
47714,8282
42225,7111
41223,15559
1279,8876
34354,7390
41132,8568
58661,8205
16815,11162
55430,8680
625,7032
40752,6596
49849,7291
45976,9344
40858,7065
45935,5340
36065,18379
5686,6740
31030,7224
52984,10711
46624,8827
29479,6698
24016,7158
56961,14072
31864,8137
33208,8551
34450,8464
25669,10526
17891,7203
20312,7838
25759,7325
55445,9235
14249,6543
38230,7607
50406,7185
32013,8997
6457,8226
35310,8392
50725,9115
32485,6433
40493,8102
20933,5495
57794,6231
27055,10534
50322,7694
43829,5858
48780,8178
48466,6064
56396,9704
11213,6665
33844,7134
41706,7656
1121,9057
47595,6052
8583,8544
11258,13664
17998,10973
35394,7738
12943,6937
57629,6875
7477,7333
51244,8438
62782,5921
55569,9482
55880,8457
60822,8691
16832,6504
20746,6452
44807,8250
59587,6652
46293,15591
40983,4994
8351,4784
8712,7268
34125,11415
23765,7965
1448,8024
47390,5337
1830,9096
21966,8159
38949,8465
40497,8603
1327,7208
59149,10295
39517,10586
40436,7837
53511,6840
36012,5602
30105,8306
28732,8023
57672,8261
18703,7848
51828,7320
1160,8872
33947,8673
22774,12149
13265,7023
35059,9397
30467,6971
60022,5800
48083,7124
16531,9885
13860,5218
43503,4662
22483,10396
4914,8121
53345,9012
4715,9024
42192,6130
41392,5761
13510,4183
22021,8313
11665,8911
7390,8042
1239,10817
31090,6488
50646,8540
10271,7155
27309,7329
23904,7943
33064,7021
20437,8615
57116,5979
28794,8430
28258,8379
59809,7580
16174,7622
46010,8168
9979,7337
29470,8712
4484,10671
29656,9068
3381,7658
42484,5988
1590,7719
48101,7052
3201,7992
36251,10697
5965,7375
57310,7404
10147,9165
40222,7646
44366,6159
58074,6763
16699,10011
22618,18812
11246,8944
23128,8543
50074,6588
7392,9464
25147,7689
5236,6182
29909,8312
39017,7158
32108,26498
12127,8938
55189,17942
28002,8850
202,11146
57228,7784
18012,5890
8232,4994
52776,7868
31601,7813
30108,8293
41033,5557
14438,7891
25345,7438
49733,7335
34703,9025
31371,7553
16041,7477
19713,5748
47697,7679
41693,7889
6849,8590
52244,5049
24040,8306
42483,5703
19966,9044
35996,25682
45455,10500
29249,8138
18275,17709
16678,7330
57237,9123
3445,8159
11266,22397
20549,6343
56933,8593
36143,7589
31150,13482
31998,5625
9937,6531
44468,10879
52967,4258
61354,6951
21262,16875
46781,7588
32028,9634
26747,7535
59962,19106
9022,8783
26304,6721
47934,8719
47817,8461
48685,6952
8409,25407
46279,8416
31151,14834
39303,7119
5521,7428
58024,6571
29349,8361
27648,4999
55404,6554
38809,6994
32353,7642
28235,7712
22322,7759
7779,6499
58769,8228
29843,6251
8417,7512
32037,8500
54868,8298
38819,14726
5887,5608
35469,6169
27396,8006
60378,7086
173,7627
6952,6296
59411,6594
59521,7061
49507,9651
38374,7466
24652,8464
48575,8814
57289,8743
18297,8165
6580,7479
45399,10011
59576,8261
40575,11650
58202,12212
59070,6136
13685,13096
47443,7498
22429,8797
23754,6210
39201,5600
28417,18647
27989,8654
40833,7712
33945,6633
41692,7933
31726,7883
42261,7077
12768,6562
45633,10197
37359,8485
21023,8840
4268,9030
16347,9064
34348,13404
7331,8301
45144,6788
27636,11963
60853,6907
10929,7914
6801,8797
3789,8877
58311,7961
62486,7587
2793,8177
37806,7482
22477,6604
3216,6496
33244,7735
17763,7415
9727,8888
25458,7330
29828,5171
11303,6877
10711,9019
35255,8198
46662,6261
40003,7015
60048,7498
25791,7431
10591,6081
26060,7109
7898,8112
28778,7157
9451,10152
21418,5164
48200,9108
62691,8058
1913,10168
26837,7417
55073,12277
41884,5965
57036,5288
28349,7094
2505,8269
30479,9533
29784,7609
41779,7949
52983,6907
39322,8848
52893,7774
6246,7159
58257,11902
44687,8091
20951,7071
1965,6658
6256,5863
6681,7528
8297,5540
19649,6435
7511,6526
43933,7435
33737,8467
61254,7891
43909,8494
41834,6612
37980,6152
12358,7769
1018,5490
49027,7428
34324,8485
33720,5351
24320,5333
41042,11386
21824,7223
5311,6641
58939,87673
42769,7233
13726,8819
18865,7589
35691,9019
55066,6894
46351,25999
60356,9132
44117,6732
18706,7394
34688,7659
31792,7125
50393,8837
32361,8508
7180,7016
21680,9398
42889,8342
26834,6042
6792,6131
7380,8302
38059,7557
38197,7930
52732,6070
18929,12755
8416,7243
54850,8615
26477,7229
38614,7413
21865,8936
49015,8563
48398,7623
31417,8854
16586,8464
37690,8802
60244,7738
44518,6728
45000,5399
7409,5706
28859,8815
28261,9513
47514,8134
16309,9257
61183,8039
23088,9371
18997,7057
5900,6451
59886,6344
49248,18576
13861,15445
33089,6987
37671,6896
22458,6908
37100,8131
22481,4405
9904,7621
27629,8949
16854,8536
15008,8398
24864,5973
23721,7715
60653,6881
30818,7430
26385,6993
55409,7452
55928,7993
48330,8651
60881,5052
50828,7267
11098,15371
13576,7991
36246,14629
13426,7200
49019,15303
21026,6472
53143,8469
12980,8390
5919,8027
8423,7656
14583,8807
27863,7174
32839,7225
62157,14368
43249,7669
8436,6889
57401,11124
47661,9543
41296,6762
16478,8057
59086,6857
15380,8114
15661,7877
34378,9894
25959,8263
25445,5919
31191,6904
51829,5932
51289,8428
14975,5404
25367,9243
36817,6730
27204,12126
24781,8972
29631,11650
32290,7221
62304,5067
3562,9043
11011,6330
39646,8373
21080,8447
27800,8111
12260,7703
40491,8490
30501,7745
15253,6962
58469,7950
59308,6341
52011,25732
8312,6703
9715,7033
40035,8813
3619,5898
11008,7721
53705,25267
1110,7343
35781,5169
51219,6532
45861,8381
50215,8007
23616,7550
47557,6767
42366,6613
44743,8612
34758,2693
36907,8058
21635,8610
6740,6462
24490,7906
6856,5357
3523,6314
37725,7981
16360,7490
30757,4720
2700,10051
32039,6150
22111,6657
57029,8362
62069,4635
35023,7843
46467,7139
48698,7651
8078,7197
23710,6341
22043,6935
1695,7204
10260,5604
46135,7158
46466,14007
39838,7563
6037,8892
15761,7849
28086,6649
47465,7378
23003,8538
25430,7047
46749,8089
55255,11808
52635,8510
54210,22911
10589,7055
19026,20124
19772,8415
6142,6063
52064,8362
30110,7933
31175,9018
21518,7650
19218,6697
29862,7577
35132,6311
27740,12267
39693,6305
4518,9627
30998,7046
45415,10339
12024,8063
26322,6690
59870,7275
61816,7968
31359,12181
52761,8360
42499,6622
17916,8638
12607,7035
47606,6167
11865,8617
51464,9118
22294,7377
58571,8223
62263,7880
9205,12557
18896,9399
6077,7679
29703,8020
46362,9214
15471,5775
41302,8312
62636,8398
51255,7521
31863,9444
45562,11600
46450,8120
27812,8570
20546,5567
61590,5279
16074,4928
24774,6183
45387,6607
20497,7772
59865,7785
21901,5165
37032,7405
34028,8371
62277,7549
24238,6318
55156,6369
29900,8414
22642,5290
3747,8505
8661,6592
56345,8045
43892,12348
33272,4200
40136,7016
40395,16300
28876,6173
16933,8007
35907,5273
54168,7249
49726,6691
48794,4618
5820,8373
43821,8535
20108,7496
3885,5810
14207,7474
57510,9295
30048,8717
24558,8484
56306,12345
56436,3588
44075,7151
20949,6537
40571,16558
26072,5952
37006,10124
57593,7143
27261,7467
22791,19492
42618,7784
29984,7869
5007,7902
16584,6885
55608,10834
27867,7701
58746,7777
39934,6160
58198,7653
49493,12177
11748,7925
31439,9645
61558,7244
38165,7214
53664,7402
26338,8179
3496,8377
36515,5834
16604,8406
52002,8713
52937,6680
1653,9895
8536,6191
48720,7426
7521,6601
10575,7673
7589,9579
40270,26524
58299,7691
36873,7549
48030,9072
13790,5940
61602,5318
19059,6894
58799,4364
30660,9418
29066,6401
16664,25207
17969,8956
10087,6511
30228,7720
25431,5277
47931,6344
2374,6449
16850,7510
35854,7495
52718,7990
13623,8540
57474,9262
43537,7908
1034,6838
26378,6553
30253,5303
9379,10219
9010,10574
24915,8289
16999,64674
23374,9437
24083,5988
59337,8198
34283,6258
29874,7427
50433,11340
48834,4944
60754,8034
31222,7195
36206,8078
24328,6155
29929,8108
52495,5609
21588,5368
17574,7713
3349,6604
52888,6356
38606,10287
40958,8069
52452,8219
2417,6939
10239,13646
31235,23007
3720,7020
62388,3637
15006,9964
2776,6213
13030,8802
53309,7969
62824,6367
26582,5740
42447,7293
16915,7716
32907,8222
9834,7822
52842,5809
25014,8735
26686,9366
28378,8981
19060,9640
48314,7750
60257,8931
34423,8464
49907,7910
7460,7095
1301,8193
36424,8970
41227,6894
56326,7930
60059,7744
29385,8296
26039,8559
14059,6870
27126,7860
54324,10328
29495,5971
8706,5640
26145,7948
15760,11889
41379,6594
53372,8711
49800,7979
33739,8046
14780,6006
15561,8610
41589,7868
4550,8195
14763,7133
19211,8578
27388,11202
23622,6829
25596,9063
24681,5462
23953,8900
61251,8055
54523,14459
24928,7342
47705,6890
37447,46258
37832,4852
46900,8663
59219,8569
55583,7884
34326,8692
3415,7135
4237,7069
31990,5681
39854,7859
1922,8093
27586,7837
35837,6232
32250,5573
62532,7807
27472,6273
39379,8293
8758,6633
10083,5789
58371,8729
43870,7189
40587,7885
21378,7386
38906,8141
23413,8128
49742,8481
46863,8975
17015,7370
22896,8262
60660,9158
38700,9361
6278,5466
30559,9297
4556,8540
25774,11363
27848,8454
48756,16484
11358,8092
9342,10798
14064,5672
39148,6789
21437,12043
50408,7910
41139,10280
17671,8123
44733,9357
37767,6329
62137,5062
23141,7719
21757,8970
40835,7066
51807,5974
6816,6881
12455,7991
37169,6861
34822,6678
8468,6800
47642,5355
13711,9584
50961,2449
56594,18302
16935,8079
29950,7245
11936,7343
16097,6491
40776,5207
46919,9501
44163,8539
16258,5037
18190,44868
57724,6363
50590,7224
21512,6071
41926,7001
27883,6537
61788,7374
21700,9968
5649,8361
48854,7341
46788,6170
50160,10077
55917,7247
50678,6708
61476,7655
31363,9342
36661,8490
43750,7601
38046,14414
4089,7662
51979,4849
51320,5453
16149,5796
21156,8180
16879,5665
26710,4890
59907,8013
48494,8019
21560,27376
31993,8120
38467,6460
17983,8206
44290,8521
29728,7825
54792,8478
36640,7028
24206,8308
46660,6798
46797,6103
8883,6113
61861,8667
1401,7188
60297,7051
8438,7095
15689,7936
21371,8455
43578,6596
50355,7222
62376,6664
8764,6628
31534,7291
27454,9324
3104,7681
